
8.246680 0.897429
8.295768 0.938987
8.344855 0.889790
8.393943 0.803793
8.443030 0.839002
8.492118 0.827231
8.541205 0.722293
8.590292 0.772762
8.639380 0.696804
8.688467 0.704575
8.737555 0.660130
8.786642 0.626686
8.835730 0.568706
8.884817 0.557657
8.933904 0.463228
8.982991 0.436626
9.032079 0.447344
9.081166 0.413038
9.130254 0.330822
9.179341 0.243869
9.228429 0.212991
9.277515 0.161184
9.326603 0.058023
9.375690 0.076924
9.424778 -0.026301
9.473866 0.028058
9.522953 -0.126351
9.572041 -0.182267
9.621127 -0.127351
9.670215 -0.243171
9.719302 -0.322600
9.768390 -0.311938
9.817477 -0.429736
9.866565 -0.422682
9.915652 -0.448084
9.964739 -0.572546
10.013826 -0.524894
10.062914 -0.587301
10.112001 -0.632120
10.161089 -0.731174
10.210176 -0.709982
10.259263 -0.665543
10.308351 -0.747386
10.357438 -0.749613
10.406526 -0.883578
10.455613 -0.904794
10.504701 -0.819640
10.553788 -0.956068
10.602875 -0.944893
10.651962 -0.932829
10.701050 -0.998382
10.750137 -1.026518
10.799225 -0.974505
10.848312 -1.009260
10.897400 -1.007020
10.946486 -1.014271
10.995574 -0.962188
11.044662 -0.944714
11.093749 -0.995380
11.142837 -1.032376
11.191924 -1.019707
11.241012 -1.006759
11.290098 -0.969320
11.339186 -0.902954
11.388273 -0.859891
11.437361 -0.935084
11.486448 -0.884346
11.535536 -0.845948
11.584623 -0.867141
11.633710 -0.790799
11.682797 -0.761012
11.731885 -0.803167
11.780972 -0.750241
11.830060 -0.658312
11.879148 -0.634851
11.928235 -0.591332
11.977322 -0.575789
12.026409 -0.530122
12.075497 -0.492564
12.124584 -0.393548
12.173672 -0.312808
12.222759 -0.371522
12.271847 -0.274954
12.320933 -0.171675
12.370021 -0.226245
12.419108 -0.114578
12.468196 -0.117370
12.517283 -0.118413
12.566371 -0.038197
12.615458 0.043251
12.664545 0.111965
12.713633 0.168694
12.762720 0.161280
12.811808 0.304111
12.860895 0.318800
12.909983 0.324735
12.959069 0.380734
13.008157 0.393395
13.057244 0.501758
13.106332 0.507143
13.155419 0.576431
13.204507 0.575750
13.253594 0.629523
13.302681 0.710580
13.351768 0.761712
13.400856 0.759227
13.449944 0.804766
13.499031 0.765491
13.548119 0.877655
13.597206 0.900698
13.646293 0.900474
13.695380 0.877080
13.744468 0.907906
13.793555 0.871530
13.842643 0.933018
13.891730 0.983625
13.940818 0.929005
13.989904 0.987623
14.038992 0.999533
14.088079 0.999077
14.137167 0.970673
14.186255 1.026304
14.235342 0.953982
14.284430 0.989552
14.333516 0.993993
14.382604 0.949714
14.431691 0.931099
14.480779 0.989909
14.529866 0.915584
14.578954 0.876562
14.628041 0.883299
14.677128 0.922448
14.726215 0.811280
14.775303 0.796154
14.824390 0.773644
14.873478 0.784065
14.922565 0.718892
14.971652 0.645295
15.020740 0.594808
15.069827 0.671265
15.118915 0.573026
15.168002 0.519485
15.217090 0.479418
15.266177 0.377354
15.315264 0.414783
15.364351 0.304397
15.413439 0.198823
15.462526 0.226054
15.511614 0.190483
15.560701 0.119239
15.609789 0.067266
15.658875 0.016401
15.707963 -0.013755
15.757051 0.002550
15.806138 -0.082838
15.855226 -0.126449
15.904313 -0.112659
15.953401 -0.218732
16.002487 -0.310872
16.051575 -0.346711
16.100662 -0.386264
16.149750 -0.382566
16.198837 -0.481485
16.247925 -0.420797
16.297012 -0.551487
16.346100 -0.614370
16.395187 -0.552957
16.444275 -0.617193
16.493361 -0.717375
16.542448 -0.726610
16.591536 -0.839842
16.640623 -0.765662
16.689711 -0.871182
16.738798 -0.851676
16.787886 -0.946080
16.836973 -0.952778
16.886061 -0.969964
16.935148 -0.904327
16.984236 -0.932677
17.033323 -0.940900
17.082411 -0.984448
17.131498 -0.987498
17.180584 -0.936060
17.229671 -0.953341
17.278759 -0.937969
17.327847 -0.945028
17.376934 -1.000767
17.426022 -0.978379
17.475109 -0.927679
17.524197 -0.975626
17.573284 -1.043860
17.622372 -0.920336
17.671459 -0.882062
17.720547 -0.893166
17.769634 -0.892973
17.818722 -0.863301
17.867807 -0.781054
17.916895 -0.840149
17.965982 -0.720858
18.015070 -0.682554
18.064157 -0.738798
18.113245 -0.662177
18.162333 -0.630916
18.211420 -0.578268
18.260508 -0.518541
18.309595 -0.568571
18.358683 -0.513942
18.407770 -0.510449
18.456858 -0.357518
18.505943 -0.371539
18.555031 -0.322402
18.604118 -0.243583
18.653206 -0.239205
18.702293 -0.118891
18.751381 -0.127047
18.800468 -0.026847
18.849556 -0.001598
18.898643 0.051073
18.947731 0.049800
18.996819 0.105193
19.045906 0.226365
19.094994 0.281902
19.144081 0.261019
19.193167 0.424888
19.242254 0.366638
19.291342 0.437566
19.340429 0.384526
19.389517 0.584240
19.438604 0.527437
19.487692 0.672752
19.536779 0.618608
19.585867 0.653675
19.634954 0.637983
19.684042 0.825447
19.733130 0.776568
19.782217 0.874678
19.831305 0.878422
19.880390 0.781287
19.929478 0.948339
19.978565 0.917573
20.027653 0.888787
20.076740 0.943756
20.125828 0.989945
20.174915 1.017083
20.224003 0.951112
20.273090 0.936884
20.322178 0.918562
20.371265 1.035954
20.420353 1.013944
20.469440 0.935708
20.518526 1.059797
20.567614 0.941510
20.616701 0.999559
20.665789 0.999280
20.714876 0.944389
20.763964 0.877109
20.813051 0.890307
20.862139 0.834383
20.911226 0.892047
20.960314 0.862031
21.009401 0.833018
21.058489 0.838201
21.107576 0.854844
21.156664 0.720131
21.205750 0.700914
21.254837 0.684839
21.303925 0.658869
21.353012 0.665682
21.402100 0.597075
21.451187 0.542543
21.500275 0.513460
21.549362 0.408865
21.598450 0.384464
21.647537 0.344812
21.696625 0.279432
21.745712 0.235338
21.794800 0.259326
21.843887 0.162353
21.892973 0.097524
21.942060 -0.009083
21.991148 0.010898
22.040236 -0.097335
22.089323 -0.077276
22.138411 -0.068110
22.187498 -0.174145
22.236586 -0.251782
22.285673 -0.319221
22.334761 -0.365390
22.383848 -0.398473
22.432936 -0.442804
22.482023 -0.479749
22.531111 -0.450047
22.580196 -0.551106
22.629284 -0.593743
22.678371 -0.559908
22.727459 -0.674276
22.776546 -0.708173
22.825634 -0.720197
22.874722 -0.702282
22.923809 -0.821288
22.972897 -0.825037
23.021984 -0.803045
23.071072 -0.936294
23.120159 -0.853647
23.169247 -0.918273
23.218332 -0.938346
23.267420 -0.944735
23.316507 -0.916890
23.365595 -0.933850
23.414682 -0.968538
23.463770 -0.996283
23.512857 -0.991994
23.561945 -1.033065
23.611032 -0.981287
23.660120 -0.968256
23.709208 -0.959838
23.758295 -0.908237
23.807383 -0.959172
23.856470 -1.046734
23.905556 -0.993531
23.954643 -0.927583
24.003731 -0.890921
24.052818 -0.863456
24.101906 -0.932559
24.150993 -0.910164
24.200081 -0.816387
24.249168 -0.809282
24.298256 -0.722909
24.347343 -0.685929
24.396431 -0.603231
24.445518 -0.599413
24.494606 -0.614230
